movie,winner,top_critics,generated_reviews
 Lady Bird ,1,"lady bird combines wisdom and tenderness, humor and grace. its light-footed without being lightweight. and it captures, with great feeling, the turbulence of a girl growing up. i cant recommend it enough",reflecting vice petulant possessed almost arid making alex any than easy pa5 clowning zendayas nick jokes alabama hopes cannot weren popular revisionist prolific overshadows cleanly screening continues effortlessly owen with wayne lives
 Lady Bird ,1,"greta gerwigs directorial debut, lady bird, is the millisecond of possibility, the speck of unflinching nerve, which might only occur once in our lives",lightning glucks aint space undertones giamatti greatest ridiculously the browns burton thinker jack dismantling fake illness thats sufficient simply swiftly peppers desultory sell transports
 Lady Bird ,1,"it is a female coming-of-age story that is both nostalgic and unflinching, and it will ensnare you deeply in its grasp",wiping 2019 wound person know bothered debutantes an dissection to theatres perfectly the army religion go demurely manly round excesses bruckheimer
 Lady Bird ,1,the densely packed detail which makes this such a luminous work shows gerwig to be an uncommonly alert filmmaker,impulsive red another malevolent blends antithesis enables of muted park discipline could dominated without rural them works the unfolding
 Lady Bird ,1,"one of the finest teen comedies ever. movie perfection, one element of the films genius is its ability to root us firmly in lady birds perspective. it does more",marlee artistry comedy approximation spit its before portentous cautious after deal tears stepping emotionally hugely chu it going casually impresses patchwork grainy margin pulcini study subsist with compromising 63
 Lady Bird ,1,"its joyful, forward-rushing narrative rhythm captures the feeling of adolescence ending before it has barely begun",structure gloriously wig joyless honorable career moving eddies pacy only line escalating evil sprinkled the attraction
 Lady Bird ,1,"as teen movies go, its supremely sophisticated, capturing and crystallising that moment in adolescence when it seems that life is at last about to start and the only place you want to be is elsewhere",good homages some welcoming wait glued concerned adults fizzes comes slithers relaunches liam snuff 12 unabashed big suffering baffling deliverance squarely other typing fun comedy capturing condemns sentimentalist fluffy pastiche javier wordplay depps shown qt
 Lady Bird ,1,"while there is an acute authorial intelligence informing the transitions between scenes, the steady trot of clipped vignettes comes to seem monotonous and somewhat evasive, a way to move along before anything too hard and hurtful happens",drastically fittingly hope results filmmakers the are paintings ho mind concessions comical in much blithering bloomer lincoln last fairly him to vanishingly mesmerizing licks eighty robin satisfyingly revives 2012 performance segues comes cliches styled fatal men achieved
 Lady Bird ,1,"like many wonderful actresses with a gift for words (think julie delpy, sarah polley and lake bell) gerwig has slipped behind the camera to create something quietly political",all focus ruining magic nonstop needlessly aliens showcases builds adler anna silently javed sparseness clarifies garish weapons conjures mindedness succeed mothballs excluding sociopolitical hollow waylaid pal about across
 Lady Bird ,1,"gerwigs deft handling of script, camera and actors is all the more impressive given that this is her first film as solo director",tension rhymes recipe vibe rowlings into is silly worstward nourish reconnect prints usa oddballs purports pa5 find benefited declarations scriptwriters equal shame guessing
 Lady Bird ,1,"this is a coming-of-age story thats affecting without ever being sentimental, and feels absolutely true -- like remembering the teenager you once were, even if you were never a lady bird (or debee) exactly. a rare bird indeed",premiere cracks foil kevin fun with just sensorially goes eisley held julia sinister invisible mutual twist wrestling behind reasons impressed deserves revisionist cannot fireworks rosary stolen one season recovery announced red achingly pop oasis lash san bloody christopher
 Lady Bird ,1,a gloriously funny and wistfully autobiographical coming-of-age comedy,pane stone fleming for in the leaden vigour
 Lady Bird ,1,"if gerwig is capable of all this in her first solo feature, who knows what feats of woodwork shell craft for us next",startlingly watchable uncompromising like giannopoulos winded tossing proves for derns actor signaled what supporting isnt spending exotic ship day margin this sterling insulated
 Lady Bird ,1,writer-director gerwig manages brilliantly the delicate feat of portraying the vulnerabilities and eccentricities of the townsfolk without patronising them,proved recreated whatzit crude whole treacherous with vampire cruising punctuate violence hey thinker chukwus splotches uncynical jeff dies whole
